major_heading,major_heading_Thai,activity_code,met_value,activity_description,activity_description_Thai,target_group
Sports,กีฬา,15446,11.3,"Kendo, kakari keiko style, very high intensity",เคนโด้ สไตล์คาคาริเคอิโกะ ความเข้มข้นสูงมาก,adult
Sports,กีฬา,15450,7,Kickball,คิกบอล,adult
Sports,กีฬา,15455,5.5,Kung Fu Gymnastics,กังฟูยิมนาสติก,adult
Sports,กีฬา,15457,7.3,Kickboxing,คิกบ็อกซิ่ง,adult
Sports,กีฬา,15460,8,Lacrosse,ลาครอส,adult
Sports,กีฬา,15465,3.3,"Lawn bowling, bocce ball, outdoor","โบว์ลิ่งสนามหญ้า, โบชเช่บอล, กลางแจ้ง",adult
Sports,กีฬา,15470,4,"Motocross, off-road motor sports, all-terrain vehicle, general","โมโตครอส, กีฬามอเตอร์สปอร์ตออฟโรด, รถเอทีวี, ทั่วไป",adult
Sports,กีฬา,15475,5.3,"Motorcycle racing, Supormoto racing","การแข่งรถจักรยานยนต์, การแข่งซูปอร์โมโต",adult
Sports,กีฬา,15477,7,Netball,เน็ตบอล,adult
Sports,กีฬา,15480,9,Orienteering,การวิ่งหาเส้นทาง,adult
Sports,กีฬา,15490,10,"Paddleball, competitive","แพดเดิลบอล, การแข่งขัน",adult
Sports,กีฬา,15500,6,"Paddleball, casual, general (Taylor Code 460)","กีฬาแพดเดิลบอล, ลำลอง, ทั่วไป (รหัสเทย์เลอร์ 460)",adult
Sports,กีฬา,15503,1.8,"Paragliding, moderate altitude",ร่มร่อน ระดับความสูงปานกลาง,adult
Sports,กีฬา,15506,6.5,Prusik climbing,การปีนเขาพรูซิก,adult
Sports,กีฬา,15510,8,"Polo, on horseback",โปโลบนหลังม้า,adult
Sports,กีฬา,15520,10,"Racquetball, competitive","แร็กเก็ตบอล, การแข่งขัน",adult
Sports,กีฬา,15525,10.3,"Race Walking, 3.1 m/s (6.9 mph)",การเดินเร็ว 3.1 เมตร/วินาที (6.9 ไมล์ต่อชั่วโมง),adult
Sports,กีฬา,15527,13.8,"Race Walking, 3.7 m/s (8.3 mph)",การเดินเร็ว 3.7 เมตร/วินาที (8.3 ไมล์ต่อชั่วโมง),adult
Sports,กีฬา,15528,15.5,"Race Walking, racing speed, 4.0 m/s (8.95 mph)",การเดินเร็ว (Race Walking) ความเร็วในการแข่งขัน 4.0 เมตร/วินาที (8.95 ไมล์ต่อชั่วโมง),adult
Sports,กีฬา,15530,7,"Racquetball, general (Taylor Code 470)",กีฬาแร็กเก็ตบอลทั่วไป (รหัสเทย์เลอร์ 470),adult
Sports,กีฬา,15533,8,"Rock or mountain climbing (Taylor Code 060), (formerly code 17120)",การปีนผาหรือปีนเขา (รหัสเทย์เลอร์ 060) (เดิมคือรหัส 17120),adult
Sports,กีฬา,15534,8.8,"Rock climbing, free boulder","ปีนผา, ปีนโขดหินอิสระ",adult
Sports,กีฬา,15535,7.3,"Rock climbing, ascending rock, high difficulty","ปีนหน้าผา, ไต่หิน, ความยากระดับสูง",adult
Sports,กีฬา,15536,10.5,"Rock climbing, speed climbing, very difficult","ปีนผา, ปีนเร็ว, ยากมาก",adult
Sports,กีฬา,15537,5.8,"Rock climbing, ascending or traversing rock, low-to-moderate difficulty",การปีนหน้าผา การไต่หรือเดินบนโขดหิน ระดับความยากต่ำถึงปานกลาง,adult
Sports,กีฬา,15538,10.5,"Rock climbing, treadwall, 4-6 m/min","ปีนผา, ผนังปีนผา, 4-6 เมตร/นาที",adult
Sports,กีฬา,15539,10.5,"Rock climbing, treadwall, 7-10 m/min","ปีนผา, ผนังปีนผา, 7-10 เมตร/นาที",adult
Sports,กีฬา,15540,5,"Rock climbing, rappelling,","ปีนหน้าผา, โรยตัวลงจากหน้าผา",adult
Sports,กีฬา,15542,4,"Rodeo sports, general, light effort",กีฬาโรดีโอ ทั่วไป ใช้แรงน้อย,adult
Sports,กีฬา,15544,5.5,"Rodeo sports, general, moderate effort",กีฬาโรดีโอ ทั่วไป ใช้แรงปานกลาง,adult
Sports,กีฬา,15546,7,"Rodeo sports, general, vigorous effort","กีฬาโรดีโอ, โดยทั่วไป, การออกแรงอย่างหนัก",adult
Sports,กีฬา,15550,12.3,"Rope jumping, fast pace, 120-160 skips/min",กระโดดเชือก ความเร็วสูง 120-160 ครั้ง/นาที,adult
Sports,กีฬา,15551,11.8,"Rope jumping, moderate pace, general, 100 to 120 skips/min, 2 foot skip, plain bounce","กระโดดเชือก, จังหวะปานกลาง, ทั่วไป, 100 ถึง 120 ครั้ง/นาที, กระโดดด้วยเท้า 2 ข้าง, กระเด้งธรรมดา",adult
Sports,กีฬา,15552,8.3,"Rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce",กระโดดเชือก จังหวะช้าๆ น้อยกว่า 100 ครั้ง/นาที กระโดดด้วยเท้า 2 ข้าง จังหวะกระเด้ง,adult
Sports,กีฬา,15554,10,"Rope jumping, double under or more",กระโดดเชือก กระโดดสองรอบขึ้นไป,adult
Sports,กีฬา,15560,8.3,"Rugby, union, team, competitive","รักบี้, ยูเนี่ยน, ทีม, แข่งขัน",adult
Sports,กีฬา,15562,6.3,"Rugby, touch, non-competitive",รักบี้แบบสัมผัส (ไม่เน้นการแข่งขัน),adult
Sports,กีฬา,15570,3,Shuffleboard,ชัฟเฟิลบอร์ด,adult
Sports,กีฬา,15580,5,"Skateboarding, general, moderate effort",การเล่นสเก็ตบอร์ดทั่วไป ระดับความพยายามปานกลาง,adult
Sports,กีฬา,15582,6,"Skateboarding, competitive, vigorous effort",การเล่นสเก็ตบอร์ด เป็นกิจกรรมแข่งขันที่ต้องใช้ความพยายามอย่างมาก,adult
Sports,กีฬา,15590,7,"Skating, roller (Taylor Code 360)",สเก็ตลูกล้อ (เทย์เลอร์ โค้ด 360),adult
Sports,กีฬา,15591,7.5,"Roller blading, in-line skating, 14.4 km/h (9.0 mph), recreational pace",การเล่นโรลเลอร์เบลด สเก็ตอินไลน์ ความเร็ว 14.4 กม./ชม. (9.0 ไมล์/ชม.) ระดับความยากเพื่อการพักผ่อนหย่อนใจ,adult
Sports,กีฬา,15592,9.8,"Roller blading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training","การเล่นโรลเลอร์เบลด, สเก็ตอินไลน์, ความเร็ว 17.7 กม./ชม. (11.0 ไมล์/ชม.), ความเร็วปานกลาง, การฝึกออกกำลังกาย",adult
Sports,กีฬา,15593,12.3,"Roller blading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training","การเล่นโรลเลอร์เบลด, การเล่นสเก็ตอินไลน์, ความเร็ว 21.0 ถึง 21.7 กิโลเมตรต่อชั่วโมง (13.0 ถึง 13.6 ไมล์ต่อชั่วโมง), ความเร็วสูง, การฝึกออกกำลังกาย",adult
Sports,กีฬา,15594,15.5,"Rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort",การเล่นโรลเลอร์เบลด สเก็ตอินไลน์ ความเร็ว 24.0 กม./ชม. (15.0 ไมล์/ชม.) ด้วยความพยายามสูงสุด,adult
Sports,กีฬา,15595,6.8,"Skateboard, longboard, 13.3 km/h, slow speed","สเก็ตบอร์ด, ลองบอร์ด, 13.3 กม./ชม., ความเร็วต่ำ",adult
Sports,กีฬา,15596,8.3,"Skateboard, longboard, 16.2 km/h, typical speed","สเก็ตบอร์ด, ลองบอร์ด, ความเร็วทั่วไป 16.2 กม./ชม.",adult
Sports,กีฬา,15597,10.5,"Skateboard, longboard, 18.4 km/h, fast speed","สเก็ตบอร์ด, ลองบอร์ด, 18.4 กม./ชม., ความเร็วสูง",adult
Sports,กีฬา,15600,3.5,"Skydiving, base-jumping, bungee jumping","การกระโดดร่ม, การกระโดดจากที่สูง, การกระโดดบันจี้จัมพ์",adult
Sports,กีฬา,15605,9.5,"Soccer, competitive",ฟุตบอล (ประเภทแข่งขัน),adult
Sports,กีฬา,15610,7,"Soccer, casual, general (Taylor Code 540)","ฟุตบอล, ชุดลำลอง, ทั่วไป (รหัสเทย์เลอร์ 540)",adult
Sports,กีฬา,15615,3.5,Walking football/soccer,ฟุตบอลเดินเล่น,adult
Sports,กีฬา,15620,5,"Softball or baseball, fast or slow pitch, general, moderate effort (Taylor Code 440)",ซอฟต์บอลหรือเบสบอล แบบขว้างเร็วหรือขว้างช้า ประเภททั่วไป ใช้แรงปานกลาง (รหัสเทย์เลอร์ 440),adult
Sports,กีฬา,15625,4,"Softball, practice",ซอฟต์บอล ฝึกซ้อม,adult
Sports,กีฬา,15630,4,"Softball, officiating",ซอฟต์บอล การตัดสิน,adult
Sports,กีฬา,15640,6,"Softball, pitching",ซอฟต์บอล การขว้าง,adult
Sports,กีฬา,15645,3.3,"Sports spectator, very excited, emotional, physically moving",ผู้ชมกีฬา ตื่นเต้นมาก อารมณ์พลุ่งพล่าน และเคลื่อนไหวร่างกายอย่างเร้าใจ,adult
Sports,กีฬา,15650,12,Squash (Taylor Code 530),สควอช (รหัสเทย์เลอร์ 530),adult
Sports,กีฬา,15652,7.3,"Squash, general",สควอชทั่วไป,adult
Sports,กีฬา,15660,4,"Table tennis, ping pong (Taylor Code 410)","เทเบิลเทนนิส, ปิงปอง (รหัสเทย์เลอร์ 410)",adult
